player_id,age,role,matches,runs,batting_average,strike_rate,fifties,hundreds,wickets,economy,catches,fitness_score,raw_score,talent_score,future_potential,auction_value_cr
679,30,All-Rounder,55,2483,49.13,151.93,7,0,103,4.65,61,79,87.2845,68.93,High,13.26
680,22,Batter,86,7021,59.03,171.51,29,20,4,7.44,22,91,87.86749999999999,70.03,High,12.07
681,34,Bowler,135,912,27.71,93.82,4,1,123,7.03,28,79,62.54,22.03,Low,6.85
682,23,Wicketkeeper,171,5489,27.79,135.93,34,7,10,8.74,69,95,73.6745,43.13,Medium,6.2
683,34,Batter,84,6835,48.12,183.5,40,10,4,9.94,48,86,82.371,59.62,Medium,9.38
684,25,Wicketkeeper,85,6657,26.43,105.36,7,3,8,7.7,62,84,69.487,35.2,Low,5.95
685,26,All-Rounder,75,3898,27.04,130.21,8,10,168,4.72,33,82,83.23949999999999,61.26,High,11.45
686,19,Batter,116,5438,44.42,170.69,38,20,25,7.06,33,86,82.4855,59.83,Medium,10.26
687,23,Batter,201,7948,42.78,167.14,37,18,0,6.02,24,80,84.161,63.01,High,9.58
688,23,Wicketkeeper,127,5318,51.06,167.61,36,9,9,9.25,128,91,88.8655,71.93,High,11.18
689,30,All-Rounder,32,2012,28.38,111.45,5,3,56,4.84,93,74,71.8555,39.69,Low,7.66
690,25,Wicketkeeper,225,6412,30.73,121.06,34,4,7,7.69,64,75,70.532,37.18,Low,6.36
691,22,Wicketkeeper,134,5862,25.59,131.47,20,6,4,8.28,100,81,73.13149999999999,42.1,Medium,6.23
692,28,Batter,36,6537,64.38,179.4,47,20,23,8.22,47,71,87.14800000000001,68.67,High,12.5
693,33,Wicketkeeper,134,6205,42.73,142.8,36,7,0,8.11,104,78,80.32900000000001,55.75,Medium,8.29
694,28,Batter,78,6417,61.67,128.19,49,12,14,8.79,12,75,74.05350000000001,43.85,Medium,8.93
695,27,Bowler,130,704,18.76,95.38,4,1,335,6.41,50,91,83.07300000000001,60.95,High,15.25
696,32,Bowler,236,600,24.46,89.52,3,1,303,5.89,15,79,75.676,46.93,Medium,12.76
697,24,All-Rounder,186,4568,27.15,128.97,10,3,90,6.42,22,93,76.4365,48.37,Medium,9.12
698,33,All-Rounder,70,2357,38.92,159.96,16,4,141,6.71,32,86,82.944,60.7,High,11.42
699,34,Batter,216,3521,45.13,127.98,24,4,17,6.9,43,70,69.138,34.54,Low,7.2
700,29,Batter,207,7563,43.02,130.58,42,20,21,6.42,16,84,79.059,53.34,Medium,8.88
701,32,Batter,37,7994,58.46,186.32,45,2,16,6.42,25,87,94.16399999999999,81.97,Elite,12.82
702,24,All-Rounder,50,4483,32.3,126.49,21,7,237,7.48,29,100,89.5295,73.18,High,15.66
703,29,All-Rounder,219,2064,28.07,112.11,18,0,112,7.34,70,80,70.6455,37.39,Low,7.78
704,27,Bowler,31,544,17.45,107.74,2,0,138,7.01,38,83,64.054,24.9,Low,5.92
705,25,Bowler,215,878,18.27,90.47,3,1,341,4.12,14,94,84.7475,64.12,High,14.65
706,18,Batter,31,5771,44.44,188.74,20,14,1,7.57,14,100,84.525,63.7,High,10.19
707,22,Batter,171,7258,64.18,149.35,45,10,23,8.97,54,80,85.4725,65.5,High,10.89
708,26,Bowler,189,827,18.92,80.26,4,1,278,5.38,46,82,75.94900000000001,47.45,Medium,13.08
709,24,All-Rounder,31,1651,38.44,123.4,28,2,183,7.97,46,86,78.144,51.61,Medium,10.73
710,20,All-Rounder,143,2895,43.93,109.6,5,8,201,5.03,48,93,89.479,73.09,High,15.84
711,34,Batter,197,3491,60.25,138.18,42,12,3,6.19,25,74,74.644,44.97,Medium,8.57
712,27,Batter,126,5776,64.49,176.38,47,19,22,9.58,78,89,90.006,74.09,High,12.51
713,25,All-Rounder,86,2665,41.67,148.9,23,10,85,6.86,76,93,84.096,62.89,High,11.06
714,25,Batter,93,7230,52.47,177.6,33,15,3,6.59,64,83,91.051,76.07,High,12.01
715,20,Batter,25,6480,61.66,153.34,38,3,11,8.71,61,98,88.519,71.27,High,11.84
716,35,Wicketkeeper,233,4160,42.53,144.55,33,15,6,9.3,68,76,70.44149999999999,37.01,Low,7.24
717,22,Wicketkeeper,192,5749,28.88,149.32,38,3,3,7.82,54,85,73.81,43.39,Medium,6.77
718,35,All-Rounder,245,1986,40.04,124.52,8,5,196,5.16,76,64,83.62199999999999,61.99,High,13.44
719,21,All-Rounder,88,3033,32.58,129.16,30,2,86,7.14,63,81,74.364,44.44,Medium,8.5
720,27,All-Rounder,65,2249,45.48,129.33,8,8,139,4.27,15,83,82.3715,59.62,Medium,12.18
721,33,All-Rounder,154,3352,47.51,146.88,20,9,83,7.05,74,80,82.929,60.67,High,11.47
722,32,Wicketkeeper,180,5678,29.47,150.95,10,13,6,6.93,100,70,76.9595,49.36,Medium,6.66
723,35,Batter,181,6629,57.08,165.21,20,1,18,8.52,49,77,83.7135,62.16,High,10.0
724,21,Batter,59,7438,52.31,123.7,46,17,6,9.0,74,80,79.00399999999999,53.24,Medium,9.5
725,21,Bowler,14,563,25.74,82.26,5,1,121,7.23,43,90,63.206999999999994,23.29,Low,6.59
726,30,Batter,135,3190,45.2,132.64,11,17,10,7.53,21,73,65.926,28.45,Low,5.78
727,21,Bowler,83,294,13.65,108.42,1,1,343,5.63,15,81,78.876,52.99,Medium,13.91
728,28,Bowler,16,1460,11.17,89.5,2,0,205,7.57,21,82,63.556,23.96,Low,7.71
729,21,Batter,61,4962,57.56,161.02,41,17,24,8.02,24,88,81.625,58.2,Medium,10.07
730,19,All-Rounder,128,3765,35.18,129.05,18,10,109,7.65,12,88,74.06150000000001,43.87,Medium,8.81
731,35,Batter,73,7544,54.55,128.79,46,14,14,6.34,74,66,83.1115,61.02,High,10.43
732,22,All-Rounder,148,2188,44.55,132.25,18,8,165,4.17,69,99,94.0885,81.83,Elite,14.86
733,27,Bowler,10,123,28.67,94.11,4,1,314,6.72,27,90,79.8435,54.83,Medium,14.5
734,24,All-Rounder,21,2161,43.48,133.78,14,1,151,6.79,27,97,82.88300000000001,60.59,High,11.61
735,26,Wicketkeeper,63,7000,40.14,156.14,26,8,7,7.09,134,80,89.243,72.64,High,11.38
736,28,Bowler,127,1227,16.57,115.7,1,0,255,5.91,5,91,76.61,48.7,Medium,12.01
737,23,Wicketkeeper,152,6005,47.87,137.67,9,0,10,7.78,65,91,81.5115,57.99,Medium,9.68
738,30,All-Rounder,109,2225,45.98,148.71,5,1,168,5.48,34,84,87.4305,69.21,High,14.46
739,18,Bowler,200,40,25.17,104.03,5,1,149,4.36,44,100,75.8355,47.23,Medium,10.74
740,27,Bowler,69,1011,29.35,71.84,3,0,101,4.78,45,82,65.123,26.93,Low,7.23
741,21,All-Rounder,155,3549,37.35,133.11,26,9,222,6.73,82,85,92.01950000000001,77.9,High,14.74
742,20,Bowler,200,133,12.55,116.68,1,1,149,7.39,6,97,63.523,23.89,Low,5.83
743,26,Wicketkeeper,10,5498,44.23,166.02,8,10,6,9.38,102,78,80.58800000000001,56.24,Medium,8.77
744,21,Wicketkeeper,136,4961,40.52,103.04,19,1,4,9.67,118,94,73.81400000000001,43.4,Medium,7.33
745,28,Batter,110,4594,45.04,181.61,11,8,22,7.7,19,77,77.45150000000001,50.29,Medium,8.99
746,24,Bowler,94,636,11.26,101.26,0,1,210,7.23,42,100,71.379,38.78,Low,9.05
747,28,All-Rounder,73,1941,36.84,157.53,6,5,183,7.18,19,94,84.24350000000001,63.17,High,13.18
748,32,Batter,170,6657,52.37,125.99,13,2,12,7.25,18,85,77.4335,50.26,Medium,8.51
749,22,Batter,245,6620,36.64,162.75,37,3,3,8.71,16,89,75.3145,46.24,Medium,7.14
750,30,Wicketkeeper,34,5367,31.99,141.97,5,14,6,7.86,104,89,79.03649999999999,53.3,Medium,7.41
751,21,All-Rounder,176,4267,44.57,127.24,15,9,99,4.43,11,99,85.90100000000001,66.31,High,11.7
752,20,Bowler,241,1173,12.52,95.44,2,1,223,6.9,33,85,69.008,34.29,Low,8.52
753,25,Bowler,214,90,11.21,85.58,3,1,179,6.33,39,94,65.44,27.53,Low,6.96
754,22,Bowler,130,632,22.07,84.55,0,0,114,4.95,40,81,64.0375,24.87,Low,6.89
755,31,All-Rounder,60,2320,41.01,112.08,7,5,98,6.67,98,82,78.55499999999999,52.38,Medium,9.82
756,32,All-Rounder,228,3869,39.15,120.14,14,6,134,4.65,68,88,87.724,69.76,High,14.32
757,19,Wicketkeeper,66,2030,44.16,148.53,34,6,3,7.92,148,90,81.2875,57.56,Medium,9.42
758,30,Bowler,112,377,26.52,70.34,0,0,191,4.12,12,74,66.001,28.59,Low,8.67
759,27,Wicketkeeper,59,6797,52.38,125.19,6,6,3,7.14,78,78,81.3465,57.68,Medium,9.17
760,23,All-Rounder,226,3771,31.15,111.76,10,4,75,4.08,96,84,82.09100000000001,59.09,Medium,10.5
761,30,Batter,96,4722,44.15,136.81,33,6,30,8.11,65,92,78.8905,53.02,Medium,8.88
762,20,Batter,46,4071,58.85,133.42,34,12,10,8.4,41,81,74.16,44.05,Medium,8.49
763,24,All-Rounder,212,2108,33.19,103.2,30,4,82,7.41,84,95,73.543,42.88,Medium,9.73
764,24,Batter,210,6855,58.73,163.04,20,17,12,9.01,75,91,88.975,72.13,High,11.78
765,33,Wicketkeeper,55,4636,46.37,136.78,35,15,7,7.07,101,80,80.22,55.54,Medium,9.7
766,19,Bowler,66,415,19.04,81.72,1,1,208,7.55,41,85,65.69,28.0,Low,8.12
767,29,All-Rounder,150,1847,28.36,105.04,19,8,140,4.92,15,84,71.818,39.62,Low,8.95
768,34,All-Rounder,119,3347,36.69,124.54,30,7,131,5.09,13,65,74.232,44.19,Medium,10.64
769,32,Bowler,77,1321,11.52,115.07,2,0,301,5.11,19,63,74.86849999999998,45.4,Medium,11.73
770,21,Batter,102,3313,51.38,143.36,31,9,9,8.98,45,86,72.304,40.54,Medium,8.52
771,22,All-Rounder,12,4654,32.49,149.34,30,6,153,7.29,93,80,88.416,71.07,High,13.57
772,33,Bowler,231,814,14.55,106.17,1,1,159,6.06,40,84,67.5185,31.47,Low,7.4
773,32,Wicketkeeper,97,2703,34.39,113.15,31,6,7,7.8,121,60,64.7555,26.23,Low,5.32
774,29,Bowler,157,262,16.11,106.89,3,1,186,4.9,32,91,72.4205,40.76,Medium,9.9
775,30,All-Rounder,93,3904,25.58,147.12,9,2,134,6.27,87,89,86.67999999999999,67.78,High,12.4
776,30,Wicketkeeper,62,5200,26.91,127.05,35,3,5,8.28,107,90,74.57050000000001,44.83,Medium,6.04
777,27,Batter,53,3854,55.25,132.43,48,16,0,6.75,18,82,72.94749999999999,41.76,Medium,7.41
778,27,Bowler,69,596,23.19,73.5,0,1,232,4.04,25,83,72.904,41.67,Medium,10.68
779,30,Bowler,38,264,20.73,93.91,0,1,344,7.61,18,74,73.4335,42.68,Medium,13.0
780,24,All-Rounder,120,4850,42.74,128.49,24,9,129,6.35,74,94,90.31550000000001,74.67,High,13.99
781,26,Bowler,11,292,18.91,111.23,4,0,234,5.32,41,85,76.3715,48.25,Medium,11.5
782,32,Wicketkeeper,157,2320,47.12,120.15,34,11,4,7.56,72,73,67.44850000000001,31.33,Low,5.53
783,25,Bowler,240,1265,24.66,92.89,5,0,278,6.27,30,92,79.5615,54.29,Medium,13.5
784,19,Bowler,236,323,15.48,101.4,2,0,278,6.91,18,95,74.47,44.64,Medium,12.0
785,31,Batter,104,3626,57.66,155.31,30,14,14,6.66,36,76,78.2465,51.8,Medium,9.66
786,19,Wicketkeeper,16,2599,44.17,147.29,34,12,5,8.98,74,92,73.3825,42.58,Medium,7.96
787,19,Batter,74,3939,56.27,129.55,39,16,14,6.27,80,87,82.5215,59.9,Medium,10.7
788,32,Bowler,130,571,26.83,78.53,0,0,145,5.18,39,83,66.8605,30.22,Low,8.1
789,30,Bowler,29,1375,25.27,103.87,1,1,191,4.71,50,71,74.5215,44.74,Medium,10.42
790,35,Bowler,123,1426,10.96,101.74,4,0,199,6.76,33,61,62.351,21.67,Low,6.3
791,18,Batter,207,6091,58.01,185.02,33,8,6,6.37,63,80,91.378,76.69,High,12.44
792,18,All-Rounder,220,2287,42.0,103.79,8,10,92,6.9,15,93,71.0525,38.16,Low,8.62
793,34,Batter,218,5679,44.68,163.88,49,7,29,8.17,64,63,77.47399999999999,50.34,Medium,8.99
794,25,Bowler,37,730,16.47,70.75,5,1,103,5.56,34,77,56.7835,11.12,Low,3.58
795,20,All-Rounder,176,4055,34.22,104.04,11,6,127,7.07,73,83,78.05199999999999,51.43,Medium,9.88
796,35,Bowler,74,194,22.0,119.07,5,1,273,7.7,49,64,72.1885,40.32,Medium,11.92
797,28,Bowler,172,1408,16.36,112.58,3,0,185,4.07,42,84,76.471,48.43,Medium,10.31
798,30,Bowler,138,1203,24.09,70.66,0,0,179,4.95,32,94,71.352,38.73,Low,9.77
799,25,Batter,25,4126,46.24,140.76,19,13,6,8.57,40,93,73.828,43.43,Medium,7.66
800,32,All-Rounder,44,2639,32.94,147.22,6,8,156,6.59,46,84,82.143,59.18,Medium,11.88
801,18,Bowler,226,1500,16.63,82.11,4,0,332,7.67,20,87,75.2755,46.17,Medium,13.48
802,30,All-Rounder,56,3311,40.74,103.88,20,1,99,4.21,28,76,75.726,47.02,Medium,9.4
803,22,Batter,54,7854,51.47,175.67,23,8,16,6.31,69,89,95.3095,84.14,Elite,13.04
804,23,Bowler,72,868,13.53,82.45,2,1,347,6.54,22,95,78.7925,52.83,Medium,13.72
805,20,All-Rounder,111,3047,29.19,126.48,21,9,238,5.73,29,95,88.053,70.39,High,14.45
806,18,Wicketkeeper,119,2681,47.77,164.51,39,4,8,8.91,82,92,78.3895,52.07,Medium,8.64
807,32,All-Rounder,126,2660,34.38,136.36,7,5,84,6.86,35,64,68.588,33.49,Low,7.53
808,24,Batter,13,7101,56.91,146.2,35,14,30,7.58,57,92,89.145,72.46,High,11.9
809,33,All-Rounder,174,3909,26.78,153.1,8,6,194,4.65,65,90,94.037,81.73,Elite,15.65
810,26,All-Rounder,140,4404,37.22,141.31,27,0,216,5.54,64,93,97.0205,87.38,Elite,16.22
811,25,Bowler,132,70,28.43,88.07,5,0,278,6.66,14,78,71.6995,39.39,Low,11.61
812,32,Bowler,75,506,22.04,117.59,1,0,129,7.08,46,82,66.52250000000001,29.58,Low,7.01
813,30,Wicketkeeper,190,6801,54.22,105.62,17,13,2,9.32,82,92,78.431,52.15,Medium,9.73
814,27,Wicketkeeper,160,4522,47.02,152.67,10,3,10,8.29,94,74,78.1705,51.66,Medium,8.85
815,26,Bowler,248,815,23.98,70.32,1,1,100,4.39,49,83,64.24199999999999,25.26,Low,6.75
816,34,Wicketkeeper,177,4362,46.99,111.94,28,5,2,6.79,73,76,72.49199999999999,40.89,Medium,6.55
817,21,Wicketkeeper,155,3741,30.57,104.13,16,6,4,9.93,102,94,66.4325,29.41,Low,5.27
818,21,Bowler,30,600,11.71,76.23,0,1,107,6.34,35,95,59.2775,15.85,Low,5.07
819,21,Batter,25,5179,57.55,120.51,47,2,3,6.84,10,92,76.2595,48.03,Medium,8.74
820,34,All-Rounder,248,3490,36.83,120.22,18,5,144,6.73,53,70,76.922,49.29,Medium,11.17
821,25,All-Rounder,180,3132,34.46,103.43,16,5,75,4.01,99,82,80.4965,56.06,Medium,9.69
822,22,Batter,164,4006,61.07,139.56,25,12,14,8.47,70,96,82.447,59.76,Medium,11.21
823,31,Bowler,10,1306,29.15,110.63,0,1,323,4.18,25,81,88.1815,70.63,High,17.54
824,32,Bowler,165,992,18.0,100.63,0,1,209,7.76,35,81,67.4285,31.3,Low,8.65
825,21,Wicketkeeper,85,6973,30.85,110.02,38,1,2,7.99,61,89,72.23400000000001,40.4,Medium,6.21
826,35,Wicketkeeper,53,5655,53.65,133.75,39,7,3,6.85,146,90,91.1075,76.18,High,12.61
827,20,Batter,121,3239,39.81,185.03,34,9,7,8.88,70,83,76.7255,48.92,Medium,8.79
828,22,Wicketkeeper,33,4726,51.16,165.22,9,10,6,9.64,145,92,88.28299999999999,70.82,High,10.91
829,35,Wicketkeeper,216,3911,31.71,108.1,10,3,1,7.36,125,89,73.66,43.11,Medium,6.57
830,24,Batter,156,6012,38.82,141.94,34,19,23,6.01,17,98,80.981,56.98,Medium,9.1
831,35,Bowler,226,794,29.6,85.98,2,0,233,6.65,42,67,69.655,35.52,Low,9.73
832,21,Wicketkeeper,12,6409,50.57,122.11,23,7,7,8.72,68,99,80.9755,56.97,Medium,9.05
833,27,Bowler,201,1362,26.98,111.39,0,1,179,6.01,49,73,72.97649999999999,41.81,Medium,9.44
834,26,Wicketkeeper,171,3767,39.85,149.29,29,1,5,6.61,141,76,82.1625,59.22,Medium,8.82
835,25,Batter,246,4466,60.7,170.92,29,6,0,8.19,53,83,82.45,59.77,Medium,10.19
836,33,All-Rounder,203,3103,34.78,131.67,14,4,228,7.69,99,87,90.90050000000001,75.78,High,15.51
837,35,Wicketkeeper,34,3072,34.7,155.39,8,9,7,8.62,123,64,71.4825,38.98,Low,7.33
838,32,Wicketkeeper,84,3186,31.29,156.31,17,0,5,8.9,123,63,69.8555,35.9,Low,5.47
839,22,Wicketkeeper,119,3378,52.78,106.72,35,5,0,6.47,115,100,82.158,59.21,Medium,10.24
840,28,Wicketkeeper,48,5309,32.35,108.32,30,15,4,8.75,72,90,69.09100000000001,34.45,Low,5.72
841,30,Batter,209,6798,60.95,165.52,27,15,11,6.05,24,72,85.88900000000001,66.28,High,11.2
842,21,Wicketkeeper,174,6175,31.75,141.08,35,8,1,9.18,73,92,75.057,45.75,Medium,7.43
843,33,Wicketkeeper,86,6681,28.76,122.77,39,5,6,9.25,52,72,65.5855,27.8,Low,4.33
844,35,Wicketkeeper,26,6250,50.11,137.73,12,6,10,9.59,73,87,78.8625,52.97,Medium,9.25
845,23,Batter,152,6663,59.02,128.61,18,19,6,8.61,21,97,79.93350000000001,55.0,Medium,9.75
846,26,Batter,31,4021,50.18,145.45,44,6,13,9.91,10,77,66.3835,29.32,Low,6.53
847,27,Batter,142,5403,54.77,151.14,46,16,22,7.25,55,89,84.918,64.44,High,11.06
848,35,Bowler,186,202,23.25,72.24,0,0,136,5.2,18,90,62.99499999999999,22.89,Low,7.86
849,22,Bowler,161,735,15.55,106.46,3,0,240,5.02,29,100,79.16399999999999,53.54,Medium,11.68
850,23,Wicketkeeper,126,2682,53.34,147.36,14,6,1,8.52,84,100,79.91,54.95,Medium,9.02
851,24,All-Rounder,154,4192,41.19,130.69,10,6,89,5.27,65,92,86.4245,67.3,High,11.6
852,18,Bowler,29,553,12.49,75.5,4,1,116,5.32,10,91,58.568,14.5,Low,4.41
853,28,All-Rounder,47,4769,30.64,100.59,17,3,146,7.81,25,75,71.1285,38.31,Low,8.73
854,34,All-Rounder,160,4864,45.17,105.73,16,9,122,6.21,87,63,80.9285,56.88,Medium,12.12
855,19,Bowler,91,797,13.61,110.3,5,1,222,6.37,21,80,69.34200000000001,34.92,Low,10.02
856,34,Bowler,178,258,12.85,98.38,2,0,335,6.9,28,82,75.428,46.46,Medium,12.63
857,25,Wicketkeeper,190,5750,30.49,169.04,34,9,4,9.81,116,92,81.303,57.59,Medium,8.1
858,25,All-Rounder,172,1856,48.69,124.39,15,1,212,4.32,40,72,87.2975,68.95,High,15.18
859,23,Batter,31,5341,51.62,154.5,10,14,21,8.03,27,95,81.41300000000001,57.8,Medium,9.66
860,33,Batter,113,3113,53.49,183.76,10,14,22,8.14,54,67,77.46699999999998,50.32,Medium,9.47
861,34,Batter,165,6675,63.94,167.22,43,8,5,6.3,27,76,87.115,68.61,High,11.63
862,29,Batter,118,7059,46.37,146.13,17,11,29,8.72,79,94,86.2285,66.93,High,10.17
863,21,All-Rounder,86,3478,32.34,112.78,28,10,195,5.57,49,100,87.935,70.16,High,14.71
864,34,Batter,249,6793,61.77,179.38,13,12,0,8.46,52,69,84.554,63.75,High,11.64
865,29,Batter,11,5864,61.71,133.03,32,1,3,7.72,35,72,76.49549999999999,48.48,Medium,8.66
866,34,Bowler,115,253,28.26,70.35,5,1,157,5.88,28,69,60.3865,17.95,Low,6.51
867,29,Wicketkeeper,238,3492,41.09,118.86,33,14,2,6.56,145,83,79.43,54.04,Medium,8.72
868,18,All-Rounder,236,4404,29.96,111.37,6,2,151,5.68,52,81,80.67150000000001,56.4,Medium,11.45
869,23,Bowler,132,1362,29.66,75.94,3,1,304,6.73,13,90,77.673,50.71,Medium,13.98
870,30,Wicketkeeper,43,2898,53.73,155.49,13,4,5,8.0,148,91,87.1885,68.75,High,12.04
871,25,Batter,183,5802,47.89,161.8,10,14,15,7.16,72,72,82.321,59.52,Medium,9.75
872,31,Bowler,168,312,24.58,79.34,2,0,321,5.05,49,67,77.12899999999999,49.68,Medium,13.21
873,31,Bowler,131,1446,25.65,75.15,5,0,148,7.97,42,80,61.959500000000006,20.93,Low,6.06
874,22,Bowler,40,270,18.03,83.69,1,0,209,4.07,17,82,69.2825,34.81,Low,8.89
875,19,Wicketkeeper,114,6300,34.19,144.33,19,7,5,7.7,57,96,79.2065,53.62,Medium,8.23
876,31,Batter,87,3901,43.08,139.64,32,14,7,7.28,16,65,65.52199999999999,27.68,Low,6.51
877,19,Batter,23,5634,41.36,153.04,48,4,13,6.74,72,91,84.14200000000001,62.97,High,9.63
878,28,All-Rounder,38,1896,41.72,140.98,29,2,134,5.44,56,93,86.14500000000001,66.77,High,12.89
879,34,All-Rounder,70,4163,31.9,135.06,7,1,83,6.52,87,63,76.20500000000001,47.93,Medium,9.0
880,19,Bowler,59,1443,18.92,74.93,4,1,177,6.9,17,97,66.1115,28.8,Low,8.54
881,22,Batter,42,4570,47.55,169.81,45,12,28,7.46,25,93,81.9465,58.81,Medium,11.26
882,20,Wicketkeeper,117,6290,52.94,135.27,6,5,9,7.1,66,89,84.1225,62.94,High,10.11
883,19,Batter,213,4558,57.22,147.82,44,17,2,6.66,75,92,85.795,66.11,High,10.59
884,35,Wicketkeeper,112,6974,33.14,112.88,15,6,9,8.79,115,74,73.962,43.68,Medium,7.6
885,34,All-Rounder,87,4991,30.51,142.5,22,1,93,4.9,78,67,82.7,60.24,High,10.96
886,27,Batter,173,4213,63.26,139.44,18,9,27,9.16,41,76,75.25999999999999,46.14,Medium,10.16
887,35,Batter,10,5846,53.98,188.06,30,3,30,8.82,80,68,85.85499999999999,66.22,High,11.54
888,22,Wicketkeeper,239,4415,34.74,104.01,5,11,3,8.92,85,85,67.0035,30.49,Low,5.28
889,26,Batter,147,7778,38.19,172.2,34,9,27,8.5,80,76,85.003,64.61,High,10.5
890,32,Bowler,93,550,14.08,101.49,3,0,214,4.93,32,71,68.75750000000001,33.81,Low,9.6
891,22,Wicketkeeper,33,6062,30.45,112.95,16,6,9,7.96,143,85,78.55149999999999,52.38,Medium,8.4
892,27,Batter,89,4334,61.56,177.22,48,7,2,6.57,64,77,86.38900000000001,67.23,High,11.44
893,32,Wicketkeeper,35,6315,29.12,152.53,5,3,6,7.54,64,86,77.5455,50.47,Medium,8.17
894,18,Batter,43,5034,58.1,138.74,50,20,0,9.17,11,83,71.81899999999999,39.62,Low,8.24
895,35,All-Rounder,228,4397,27.12,108.35,29,9,163,7.26,49,70,74.10249999999999,43.95,Medium,10.58
896,33,Bowler,72,114,20.87,83.37,4,0,105,7.3,11,77,53.1445,4.22,Low,3.97
897,27,Batter,140,6402,39.26,183.85,11,8,13,7.54,55,90,86.11949999999999,66.72,High,10.15
898,27,Bowler,245,1401,17.69,114.21,0,1,143,7.96,19,73,60.91049999999999,18.94,Low,6.09
899,27,All-Rounder,29,4021,33.34,121.63,7,0,204,4.6,64,86,91.30850000000001,76.56,High,15.54
900,28,Bowler,183,870,13.0,103.36,2,1,189,7.5,22,85,64.714,26.15,Low,7.16
901,29,All-Rounder,217,4413,44.97,147.33,9,10,87,5.28,59,84,87.7165,69.75,High,12.54
902,33,Batter,38,7733,47.82,170.87,19,3,10,9.98,33,84,80.5825,56.23,Medium,9.14
903,30,All-Rounder,91,3524,35.6,141.61,18,9,212,5.33,93,77,93.8195,81.32,Elite,15.79
904,30,Wicketkeeper,150,6072,41.16,134.48,39,7,6,6.33,141,83,87.334,69.02,High,11.1
905,34,Bowler,189,178,14.7,70.14,0,1,242,5.9,13,89,66.39699999999999,29.34,Low,9.19
906,21,Batter,243,5861,45.83,179.45,18,10,14,6.58,80,93,91.5985,77.11,High,11.85
907,25,Bowler,221,459,11.12,76.89,5,0,196,6.93,49,83,63.2575,23.39,Low,6.6
908,29,Batter,189,3868,54.88,125.16,48,6,0,6.59,28,72,70.594,37.3,Low,7.59
909,25,Batter,13,7662,59.93,149.15,21,16,23,6.56,77,92,95.0955,83.73,Elite,13.83
910,27,Wicketkeeper,115,4763,38.32,145.14,5,9,1,6.62,132,71,80.583,56.23,Medium,9.77
911,23,Bowler,12,811,26.65,104.0,3,1,335,6.29,24,87,83.58699999999999,61.92,High,15.31
912,31,Bowler,79,188,20.43,118.9,1,0,202,6.48,19,72,67.44,31.32,Low,8.93
913,23,Batter,219,6837,49.32,165.69,35,13,5,6.22,57,100,91.98349999999999,77.84,High,12.03
914,31,Bowler,79,222,12.09,88.14,2,0,161,5.13,39,63,59.562000000000005,16.39,Low,6.58
915,20,Bowler,162,22,25.13,85.46,4,0,263,7.72,20,88,70.002,36.17,Low,10.81
916,20,Batter,154,6963,36.37,142.02,29,1,11,9.01,60,96,79.0,53.23,Medium,8.57
917,24,All-Rounder,202,3100,43.14,158.43,27,10,74,5.33,74,83,86.3165,67.1,High,11.99
918,34,Bowler,16,1202,25.92,93.85,0,1,141,4.61,34,62,65.2175,27.11,Low,7.46
919,20,Bowler,236,441,26.15,102.71,5,0,346,6.01,43,100,89.09349999999999,72.36,High,16.69
920,34,All-Rounder,124,4716,28.28,117.45,24,6,60,7.56,97,72,72.9135,41.69,Medium,7.71
921,25,Bowler,166,1242,11.5,77.62,5,1,124,7.22,14,94,57.957,13.34,Low,5.19
922,27,Batter,137,3770,48.64,131.88,28,6,2,7.12,56,81,73.684,43.15,Medium,7.14
923,20,Batter,55,6774,42.74,153.13,26,15,20,9.7,25,98,78.5395,52.35,Medium,8.89
924,33,Batter,103,5348,47.03,179.99,18,15,11,8.05,50,71,79.3335,53.86,Medium,8.68
925,20,Wicketkeeper,139,5687,32.88,161.29,7,1,3,8.8,121,80,80.17150000000001,55.45,Medium,8.96
926,22,Batter,84,6078,39.75,147.95,14,8,12,9.5,21,91,73.0835,42.01,Medium,6.51
927,32,Wicketkeeper,174,6383,52.0,132.54,10,5,1,9.67,100,84,79.987,55.1,Medium,8.95
928,31,Bowler,112,673,11.29,87.12,4,1,154,6.81,35,63,55.751000000000005,9.16,Low,4.93
929,26,Wicketkeeper,19,6465,29.67,132.9,18,10,9,6.13,126,94,86.326,67.11,High,10.5
930,30,Batter,249,5961,58.69,188.5,23,2,6,9.47,64,78,85.244,65.06,High,10.83
931,26,Bowler,31,290,11.39,90.25,2,1,323,5.68,18,91,76.56450000000001,48.61,Medium,12.59
932,26,Bowler,222,110,11.85,115.08,2,1,142,4.79,31,85,67.167,30.8,Low,8.07
933,33,Bowler,188,894,17.09,104.65,3,0,243,7.13,43,66,68.5925,33.5,Low,9.01
934,20,Bowler,92,1360,29.73,116.95,5,1,103,4.6,34,84,72.6215,41.14,Medium,7.38
935,33,All-Rounder,39,4744,49.25,124.38,21,0,165,7.77,26,80,83.18,61.15,High,13.32
936,32,Batter,19,4790,57.37,133.14,44,6,19,7.51,54,66,75.16199999999999,45.95,Medium,8.51
937,24,Batter,104,5980,35.49,182.77,42,4,22,8.0,68,93,85.8325,66.18,High,9.65
938,31,All-Rounder,100,4892,38.56,131.39,29,5,79,7.71,68,73,77.0105,49.46,Medium,9.8
